"rootList";"rootListDeutsch";"rootListEnglish";"subList1";"subList1Deutsch";"subList1English";"subList2";"subList2Deutsch";"subList2English";"path";"col";"calcAccess";"calcEucDist";"creatableFacility";"actionPointCost"
"AnalysenErgebnisse";"Analysen und Ergebnisse";"Analyses and Results";"Erreichbarkeit_mitFahrrad";"Erreichbarkeit (Fahrrad)";"Accessibility (bicycle)";"";"";"";"AnalysenErgebnisse/Erreichbarkeit_mitFahrrad.shp";"grey";0;0;0;0
"AnalysenErgebnisse";"Analysen und Ergebnisse";"Analyses and Results";"Erreichbarkeit_mitPKW";"Erreichbarkeit (Auto)";"Accessibility (car)";"";"";"";"AnalysenErgebnisse/Erreichbarkeit_mitPKW.shp";"grey";0;0;0;0
"AnalysenErgebnisse";"Analysen und Ergebnisse";"Analyses and Results";"Wohlfuehlpunkte";"Wohlfühlpunkte";"Feel well points";"";"";"";"AnalysenErgebnisse/1200_AnalysenErgebnisse/1200_001_Wohlfuehlpunkt.shp";"grey";0;0;0;0
"AnalysenErgebnisse";"Analysen und Ergebnisse";"Analyses and Results";"LuftlinienDistanzen";"Luftliniendistanzen";"Distances as the crow flies";"";"";"";"AnalysenErgebnisse/LuftlinienDistanzen.shp";"grey";0;0;0;0
"AnalysenErgebnisse";"Analysen und Ergebnisse";"Analyses and Results";"PlanungseinheitenAggregiert_total";"Planungsgrößen (total)";"Planning values (total - Originaldaten)";"";"";"";"AnalysenErgebnisse/PlanungseinheitenAggregiert_total.shp";"grey";0;0;0;0
"AnalysenErgebnisse";"Analysen und Ergebnisse";"Analyses and Results";"PlanungseinheitenAggregiert_absolut";"Planungsgrößen (absolut - geschätzt)";"Planning values (absolute - estimated)";"";"";"";"AnalysenErgebnisse/PlanungseinheitenAggregiert_absolut.shp";"grey";0;0;0;0
"AnalysenErgebnisse";"Analysen und Ergebnisse";"Analyses and Results";"PlanungseinheitenAggregiert_relativ";"Planungsgrößen (relativ)";"Planning values (relativ)";"";"";"";"AnalysenErgebnisse/PlanungseinheitenAggregiert_relativ.shp";"grey";0;0;0;0
"AnalysenErgebnisse";"Analysen und Ergebnisse";"Analyses and Results";"Raumattraktivitaet";"Raumattraktivität";"Spatial attractiveness";"";"";"";"AnalysenErgebnisse/Raumattraktivitaet.shp";"grey";0;0;0;0
"AnalysenErgebnisse";"Analysen und Ergebnisse";"Analyses and Results";"NetzwerkeAggregiert";"Netzwerkdaten";"Network data";"";"";"";"AnalysenErgebnisse/NetzwerkeAggregiert.shp";"grey";0;0;0;0
"AnalysenErgebnisse";"Analysen und Ergebnisse";"Analyses and Results";"UmweltAggregiert";"Umweltdaten";"Environmental data";"";"";"";"AnalysenErgebnisse/UmweltAggregiert.shp";"grey";0;0;0;0
