"file_in";"ObjAB";"ObjAG";"ObjAGN";"ObjArt";"ObjArtN";"Geometrie";"Feld_in";"Quelle";"Dateiname_out";"Feld_out";"Wert_out";"Prioritaet";"Out_ID1"
"Park.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_011";"Park";"Point";"nurGeometrie";"XErleben";"PointsXe.shp";"coll_name";"Parkanlagen_und_G‰rten";1;"OldID_str"
"Park.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_011";"Park";"Point";"nurGeometrie";"XErleben";"PointsXe.shp";"coll_name";"Parkanlagen_und_Gaerten";1;"OldID_str"
"Park.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_011";"Park";"Point";"nurGeometrie";"XErleben";"PointsXe.shp";"coll_name";"ParkanlagenundG+Òrten";1;"OldID_str"
"Park.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_011";"Park";"Point";"nurGeometrie";"XErleben";"PointsXe.shp";"coll_name";"ParkanlagenundG‰rten";1;"OldID_str"
"Park.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_011";"Park";"Point";"nurGeometrie";"XErleben";"PointsXe.shp";"coll_name";"ParkanlagenundGaerten";1;"OldID_str"
"Park.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_011";"Park";"Point";"PLZ";"XErleben";"PointsXe.shp";"adr_plz";"";1;"OldID_str"
"Park.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_011";"Park";"Point";"OrtNm";"XErleben";"PointsXe.shp";"adr_ort";"";1;"OldID_str"
"Park.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_011";"Park";"Point";"Str";"XErleben";"PointsXe.shp";"adr_str";"";1;"OldID_str"
"Park.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_011";"Park";"Point";"Hsnr";"XErleben";"PointsXe.shp";"adr_hnr";"";1;"OldID_str"
"Park.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_011";"Park";"Point";"Spezi";"XErleben";"PointsXe.shp";"coll_name";"";1;"OldID_str"
"Gruenflaeche.shp";"UmweltVersorgung";1100;"UmweltVersorgung";"1100_014";"Gruenflaeche";"Polygon";"nurGeometrie";"XErleben";"PointsXe.shp";"coll_name";"Parkanlagen und G+Òrten";1;"OldID_str"
"Gruenflaeche.shp";"UmweltVersorgung";1100;"UmweltVersorgung";"1100_014";"Gruenflaeche";"Polygon";"nurGeometrie";"XErleben";"PointsXe.shp";"coll_name";"Parkanlagen und G‰rten";1;"OldID_str"
"Gruenflaeche.shp";"UmweltVersorgung";1100;"UmweltVersorgung";"1100_014";"Gruenflaeche";"Polygon";"nurGeometrie";"XErleben";"PointsXe.shp";"coll_name";"Parkanlagen und Gaerten";1;"OldID_str"
"Gruenflaeche.shp";"UmweltVersorgung";1100;"UmweltVersorgung";"1100_014";"Gruenflaeche";"Polygon";"nurGeometrie";"XErleben";"PointsXe.shp";"coll_name";"Parkanlagen_und_G+Òrten";1;"OldID_str"
"Gruenflaeche.shp";"UmweltVersorgung";1100;"UmweltVersorgung";"1100_014";"Gruenflaeche";"Polygon";"nurGeometrie";"XErleben";"PointsXe.shp";"coll_name";"Parkanlagen_und_G‰rten";1;"OldID_str"
"Gruenflaeche.shp";"UmweltVersorgung";1100;"UmweltVersorgung";"1100_014";"Gruenflaeche";"Polygon";"nurGeometrie";"XErleben";"PointsXe.shp";"coll_name";"Parkanlagen_und_Gaerten";1;"OldID_str"
"Gruenflaeche.shp";"UmweltVersorgung";1100;"UmweltVersorgung";"1100_014";"Gruenflaeche";"Polygon";"nurGeometrie";"XErleben";"PointsXe.shp";"coll_name";"ParkanlagenundG+Òrten";1;"OldID_str"
"Gruenflaeche.shp";"UmweltVersorgung";1100;"UmweltVersorgung";"1100_014";"Gruenflaeche";"Polygon";"nurGeometrie";"XErleben";"PointsXe.shp";"coll_name";"ParkanlagenundG‰rten";1;"OldID_str"
"Gruenflaeche.shp";"UmweltVersorgung";1100;"UmweltVersorgung";"1100_014";"Gruenflaeche";"Polygon";"nurGeometrie";"XErleben";"PointsXe.shp";"coll_name";"ParkanlagenundGaerten";1;"OldID_str"
"Gruenflaeche.shp";"UmweltVersorgung";1100;"UmweltVersorgung";"1100_014";"Gruenflaeche";"Polygon";"PLZ";"XErleben";"PointsXe.shp";"adr_plz";"";1;"OldID_str"
"Gruenflaeche.shp";"UmweltVersorgung";1100;"UmweltVersorgung";"1100_014";"Gruenflaeche";"Polygon";"OrtNm";"XErleben";"PointsXe.shp";"adr_ort";"";1;"OldID_str"
"Gruenflaeche.shp";"UmweltVersorgung";1100;"UmweltVersorgung";"1100_014";"Gruenflaeche";"Polygon";"Str";"XErleben";"PointsXe.shp";"adr_str";"";1;"OldID_str"
"Gruenflaeche.shp";"UmweltVersorgung";1100;"UmweltVersorgung";"1100_014";"Gruenflaeche";"Polygon";"Hsnr";"XErleben";"PointsXe.shp";"adr_hnr";"";1;"OldID_str"
"Gruenflaeche.shp";"UmweltVersorgung";1100;"UmweltVersorgung";"1100_014";"Gruenflaeche";"Polygon";"Spezi";"XErleben";"PointsXe.shp";"coll_name";"";1;"OldID_str"
"Sportstaette.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_017";"Sportstaette";"Point";"nurGeometrie";"XErleben";"PointsXe.shp";"coll_name";"Bolzpl+Òtze";1;"OldID_str"
"Sportstaette.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_017";"Sportstaette";"Point";"nurGeometrie";"XErleben";"PointsXe.shp";"coll_name";"Bolzpl‰tze";1;"OldID_str"
"Sportstaette.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_017";"Sportstaette";"Point";"nurGeometrie";"XErleben";"PointsXe.shp";"coll_name";"Bolzplaetze";1;"OldID_str"
"Sportstaette.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_017";"Sportstaette";"Point";"PLZ";"XErleben";"PointsXe.shp";"adr_plz";"";1;"OldID_str"
"Sportstaette.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_017";"Sportstaette";"Point";"OrtNm";"XErleben";"PointsXe.shp";"adr_ort";"";1;"OldID_str"
"Sportstaette.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_017";"Sportstaette";"Point";"Str";"XErleben";"PointsXe.shp";"adr_str";"";1;"OldID_str"
"Sportstaette.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_017";"Sportstaette";"Point";"Hsnr";"XErleben";"PointsXe.shp";"adr_hnr";"";1;"OldID_str"
"Sportstaette.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_017";"Sportstaette";"Point";"Spezi";"XErleben";"PointsXe.shp";"coll_name";"";1;"OldID_str"
"Barrieren.shp";"Netzwerke";9000;"Netzwerke";"9000_003";"Barrieren";"Point";"nurGeometrie";"XErleben";"XE_Barrierefreiheit.shp";"";"";1;"OldID_str"
"Barrieren.shp";"Netzwerke";9000;"Netzwerke";"9000_003";"Barrieren";"Point";"PLZ";"XErleben";"XE_Barrierefreiheit.shp";"adr_plz";"";1;"OldID_str"
"Barrieren.shp";"Netzwerke";9000;"Netzwerke";"9000_003";"Barrieren";"Point";"OrtNm";"XErleben";"XE_Barrierefreiheit.shp";"adr_ort";"";1;"OldID_str"
"Barrieren.shp";"Netzwerke";9000;"Netzwerke";"9000_003";"Barrieren";"Point";"Str";"XErleben";"XE_Barrierefreiheit.shp";"adr_str";"";1;"OldID_str"
"Barrieren.shp";"Netzwerke";9000;"Netzwerke";"9000_003";"Barrieren";"Point";"Hsnr";"XErleben";"XE_Barrierefreiheit.shp";"adr_hnr";"";1;"OldID_str"
"Barrieren.shp";"Netzwerke";9000;"Netzwerke";"9000_003";"Barrieren";"Point";"Spezi";"XErleben";"XE_Barrierefreiheit.shp";"coll_name";"";1;"OldID_str"
"Tankstelle.shp";"POI";5000;"Mobilitaet";"5000_013";"Tankstelle";"Point";"nurGeometrie";"XErleben";"XE_Tankstelle.shp";"";"";1;"OldID_str"
"Tankstelle.shp";"POI";5000;"Mobilitaet";"5000_013";"Tankstelle";"Point";"PLZ";"XErleben";"XE_Tankstelle.shp";"adr_plz";"";1;"OldID_str"
"Tankstelle.shp";"POI";5000;"Mobilitaet";"5000_013";"Tankstelle";"Point";"OrtNm";"XErleben";"XE_Tankstelle.shp";"adr_ort";"";1;"OldID_str"
"Tankstelle.shp";"POI";5000;"Mobilitaet";"5000_013";"Tankstelle";"Point";"Str";"XErleben";"XE_Tankstelle.shp";"adr_str";"";1;"OldID_str"
"Tankstelle.shp";"POI";5000;"Mobilitaet";"5000_013";"Tankstelle";"Point";"Hsnr";"XErleben";"XE_Tankstelle.shp";"adr_hnr";"";1;"OldID_str"
"Tankstelle.shp";"POI";5000;"Mobilitaet";"5000_013";"Tankstelle";"Point";"Spezi";"XErleben";"XE_Tankstelle.shp";"coll_name";"";1;"OldID_str"
"Richtwertzone.shp";"PlanungsEinheiten";8000;"PlanungsEinheiten";"8000_006";"Richtwertzone";"Polygon";"nurGeometrie";"Land";"BRW_2016_Polygon.shp";"";"";1;"OldID_str"
"Richtwertzone.shp";"PlanungsEinheiten";8000;"PlanungsEinheiten";"8000_006";"Richtwertzone";"Polygon";"GebNutz";"Land";"BRW_2016_Polygon.shp";"NUTA";"";1;"OldID_str"
"Richtwertzone.shp";"PlanungsEinheiten";8000;"PlanungsEinheiten";"8000_006";"Richtwertzone";"Polygon";"OrtNm";"Land";"BRW_2016_Polygon.shp";"GENA";"";1;"OldID_str"
"Richtwertzone.shp";"PlanungsEinheiten";8000;"PlanungsEinheiten";"8000_006";"Richtwertzone";"Polygon";"BdRwrt";"Land";"BRW_2016_Polygon.shp";"BRW";"";1;"OldID_str"
"Richtwertzone.shp";"PlanungsEinheiten";8000;"PlanungsEinheiten";"8000_006";"Richtwertzone";"Polygon";"PLZ";"Land";"BRW_2016_Polygon.shp";"PLZ";"";1;"OldID_str"
"Richtwertzone.shp";"PlanungsEinheiten";8000;"PlanungsEinheiten";"8000_006";"Richtwertzone";"Polygon";"GschZahl";"Land";"BRW_2016_Polygon.shp";"GEZ";"";1;"OldID_str"
"Richtwertzone.shp";"PlanungsEinheiten";8000;"PlanungsEinheiten";"8000_006";"Richtwertzone";"Polygon";"GrdTief";"Land";"BRW_2016_Polygon.shp";"GTIE";"";1;"OldID_str"
"Richtwertzone.shp";"PlanungsEinheiten";8000;"PlanungsEinheiten";"8000_006";"Richtwertzone";"Polygon";"GrdBreit";"Land";"BRW_2016_Polygon.shp";"GBREI";"";1;"OldID_str"
"Richtwertzone.shp";"PlanungsEinheiten";8000;"PlanungsEinheiten";"8000_006";"Richtwertzone";"Polygon";"BdArt";"Land";"BRW_2016_Polygon.shp";"BOD";"";1;"OldID_str"
"Richtwertzone.shp";"PlanungsEinheiten";8000;"PlanungsEinheiten";"8000_006";"Richtwertzone";"Polygon";"AckZahl";"Land";"BRW_2016_Polygon.shp";"ACZA";"";1;"OldID_str"
"Richtwertzone.shp";"PlanungsEinheiten";8000;"PlanungsEinheiten";"8000_006";"Richtwertzone";"Polygon";"GrnLZahl";"Land";"BRW_2016_Polygon.shp";"GRZA";"";1;"OldID_str"
"Richtwertzone.shp";"PlanungsEinheiten";8000;"PlanungsEinheiten";"8000_006";"Richtwertzone";"Polygon";"nurGeometrie";"Land";"IRW_2016_Polygon.shp";"";"";1;"OldID_str"
"Richtwertzone.shp";"PlanungsEinheiten";8000;"PlanungsEinheiten";"8000_006";"Richtwertzone";"Polygon";"OrtNm";"Land";"IRW_2016_Polygon.shp";"GENA";"";1;"OldID_str"
"Richtwertzone.shp";"PlanungsEinheiten";8000;"PlanungsEinheiten";"8000_006";"Richtwertzone";"Polygon";"PLZ";"Land";"IRW_2016_Polygon.shp";"PLZ";"";1;"OldID_str"
"Richtwertzone.shp";"PlanungsEinheiten";8000;"PlanungsEinheiten";"8000_006";"Richtwertzone";"Polygon";"Lagwrt";"Land";"IRW_2016_Polygon.shp";"WHNLA";"";1;"OldID_str"
"Richtwertzone.shp";"PlanungsEinheiten";8000;"PlanungsEinheiten";"8000_006";"Richtwertzone";"Polygon";"MitSpg";"Land";"IRW_2016_Polygon.shp";"IMRW";"";1;"OldID_str"
"Richtwertzone.shp";"PlanungsEinheiten";8000;"PlanungsEinheiten";"8000_006";"Richtwertzone";"Polygon";"GebJahr";"Land";"IRW_2016_Polygon.shp";"BJ";"";1;"OldID_str"
"Richtwertzone.shp";"PlanungsEinheiten";8000;"PlanungsEinheiten";"8000_006";"Richtwertzone";"Polygon";"GrdTief";"Land";"IRW_2016_Polygon.shp";"GTIE";"";1;"OldID_str"
"Richtwertzone.shp";"PlanungsEinheiten";8000;"PlanungsEinheiten";"8000_006";"Richtwertzone";"Polygon";"GrdBreit";"Land";"IRW_2016_Polygon.shp";"GBREI";"";1;"OldID_str"
"Allee.shp";"UmweltVersorgung";1100;"UmweltVersorgung";"1100_016";"Allee";"Line";"nurGeometrie";"Land";"ALdl.shp";"";"";1;"OldID_str"
"Allee.shp";"UmweltVersorgung";1100;"UmweltVersorgung";"1100_016";"Allee";"Line";"Spezi";"Land";"ALdl.shp";"KENNUNG";"";1;"OldID_str"
"Schutzgebiet.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_024";"Schutzgebiet";"Point";"nurGeometrie";"Land";"NSGdf.shp";"";"";1;"OldID_str"
"Schutzgebiet.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_024";"Schutzgebiet";"Point";"Spezi";"Land";"NSGdf.shp";"KENNUNG";"";1;"OldID_str"
"Schutzgebietsflaeche.shp";"UmweltVersorgung";1100;"UmweltVersorgung";"1100_013";"Schutzgebietsflaeche";"Polygon";"nurGeometrie";"Land";"NSGdf.shp";"";"";1;"OldID_str"
"Schutzgebietsflaeche.shp";"UmweltVersorgung";1100;"UmweltVersorgung";"1100_013";"Schutzgebietsflaeche";"Polygon";"Spezi";"Land";"NSGdf.shp";"KENNUNG";"";1;"OldID_str"
"Schutzgebiet.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_024";"Schutzgebiet";"Point";"nurGeometrie";"Land";"NTPdf.shp";"";"";1;"OldID_str"
"Schutzgebiet.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_024";"Schutzgebiet";"Point";"Spezi";"Land";"NTPdf.shp";"KENNUNG";"";1;"OldID_str"
"Schutzgebietsflaeche.shp";"UmweltVersorgung";1100;"UmweltVersorgung";"1100_013";"Schutzgebietsflaeche";"Polygon";"nurGeometrie";"Land";"NTPdf.shp";"";"";1;"OldID_str"
"Schutzgebietsflaeche.shp";"UmweltVersorgung";1100;"UmweltVersorgung";"1100_013";"Schutzgebietsflaeche";"Polygon";"Spezi";"Land";"NTPdf.shp";"KENNUNG";"";1;"OldID_str"
"Schutzgebiet.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_024";"Schutzgebiet";"Point";"nurGeometrie";"Land";"VSGdf.shp";"";"";1;"OldID_str"
"Schutzgebiet.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_024";"Schutzgebiet";"Point";"Spezi";"Land";"VSGdf.shp";"KENNUNG";"";1;"OldID_str"
"Schutzgebietsflaeche.shp";"UmweltVersorgung";1100;"UmweltVersorgung";"1100_013";"Schutzgebietsflaeche";"Polygon";"nurGeometrie";"Land";"VSGdf.shp";"";"";1;"OldID_str"
"Schutzgebietsflaeche.shp";"UmweltVersorgung";1100;"UmweltVersorgung";"1100_013";"Schutzgebietsflaeche";"Polygon";"Spezi";"Land";"VSGdf.shp";"KENNUNG";"";1;"OldID_str"
"Schutzgebiet.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_024";"Schutzgebiet";"Point";"nurGeometrie";"Land";"FFHdf.shp";"";"";1;"OldID_str"
"Schutzgebiet.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_024";"Schutzgebiet";"Point";"Spezi";"Land";"FFHdf.shp";"KENNUNG";"";1;"OldID_str"
"Schutzgebietsflaeche.shp";"UmweltVersorgung";1100;"UmweltVersorgung";"1100_013";"Schutzgebietsflaeche";"Polygon";"nurGeometrie";"Land";"FFHdf.shp";"";"";1;"OldID_str"
"Schutzgebietsflaeche.shp";"UmweltVersorgung";1100;"UmweltVersorgung";"1100_013";"Schutzgebietsflaeche";"Polygon";"Spezi";"Land";"FFHdf.shp";"KENNUNG";"";1;"OldID_str"
"Schutzgebiet.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_024";"Schutzgebiet";"Point";"nurGeometrie";"Land";"GB_Schutzdf.shp";"";"";1;"OldID_str"
"Schutzgebiet.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_024";"Schutzgebiet";"Point";"Spezi";"Land";"GB_Schutzdf.shp";"KENNUNG";"";1;"OldID_str"
"Schutzgebietsflaeche.shp";"UmweltVersorgung";1100;"UmweltVersorgung";"1100_013";"Schutzgebietsflaeche";"Polygon";"nurGeometrie";"Land";"GB_Schutzdf.shp";"";"";1;"OldID_str"
"Schutzgebietsflaeche.shp";"UmweltVersorgung";1100;"UmweltVersorgung";"1100_013";"Schutzgebietsflaeche";"Polygon";"Spezi";"Land";"GB_Schutzdf.shp";"KENNUNG";"";1;"OldID_str"
"Schutzgebiet.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_024";"Schutzgebiet";"Point";"nurGeometrie";"Land";"VBdf.shp";"";"";1;"OldID_str"
"Schutzgebiet.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_024";"Schutzgebiet";"Point";"Spezi";"Land";"VBdf.shp";"KENNUNG";"";1;"OldID_str"
"Schutzgebietsflaeche.shp";"UmweltVersorgung";1100;"UmweltVersorgung";"1100_013";"Schutzgebietsflaeche";"Polygon";"nurGeometrie";"Land";"VBdf.shp";"";"";1;"OldID_str"
"Schutzgebietsflaeche.shp";"UmweltVersorgung";1100;"UmweltVersorgung";"1100_013";"Schutzgebietsflaeche";"Polygon";"Spezi";"Land";"VBdf.shp";"KENNUNG";"";1;"OldID_str"
"Schutzgebiet.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_024";"Schutzgebiet";"Point";"nurGeometrie";"Land";"RAMdf.shp";"";"";1;"OldID_str"
"Schutzgebiet.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_024";"Schutzgebiet";"Point";"Spezi";"Land";"RAMdf.shp";"KENNUNG";"";1;"OldID_str"
"Schutzgebietsflaeche.shp";"UmweltVersorgung";1100;"UmweltVersorgung";"1100_013";"Schutzgebietsflaeche";"Polygon";"nurGeometrie";"Land";"RAMdf.shp";"";"";1;"OldID_str"
"Schutzgebietsflaeche.shp";"UmweltVersorgung";1100;"UmweltVersorgung";"1100_013";"Schutzgebietsflaeche";"Polygon";"Spezi";"Land";"RAMdf.shp";"KENNUNG";"";1;"OldID_str"
"Schutzgebiet.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_024";"Schutzgebiet";"Point";"nurGeometrie";"Land";"NPdf.shp";"";"";1;"OldID_str"
"Schutzgebiet.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_024";"Schutzgebiet";"Point";"Spezi";"Land";"NPdf.shp";"KENNUNG";"";1;"OldID_str"
"Schutzgebietsflaeche.shp";"UmweltVersorgung";1100;"UmweltVersorgung";"1100_013";"Schutzgebietsflaeche";"Polygon";"nurGeometrie";"Land";"NPdf.shp";"";"";1;"OldID_str"
"Schutzgebietsflaeche.shp";"UmweltVersorgung";1100;"UmweltVersorgung";"1100_013";"Schutzgebietsflaeche";"Polygon";"Spezi";"Land";"NPdf.shp";"KENNUNG";"";1;"OldID_str"
"Schutzgebiet.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_024";"Schutzgebiet";"Point";"nurGeometrie";"Land";"GSNdf.shp";"";"";1;"OldID_str"
"Schutzgebiet.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_024";"Schutzgebiet";"Point";"Spezi";"Land";"GSNdf.shp";"KENNUNG";"";1;"OldID_str"
"Schutzgebietsflaeche.shp";"UmweltVersorgung";1100;"UmweltVersorgung";"1100_013";"Schutzgebietsflaeche";"Polygon";"nurGeometrie";"Land";"GSNdf.shp";"";"";1;"OldID_str"
"Schutzgebietsflaeche.shp";"UmweltVersorgung";1100;"UmweltVersorgung";"1100_013";"Schutzgebietsflaeche";"Polygon";"Spezi";"Land";"GSNdf.shp";"KENNUNG";"";1;"OldID_str"
"Schutzgebiet.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_024";"Schutzgebiet";"Point";"nurGeometrie";"Land";"Schutz_FSB.shp";"";"";1;"OldID_str"
"Schutzgebiet.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_024";"Schutzgebiet";"Point";"Spezi";"Land";"Schutz_FSB.shp";"KENNUNG";"";1;"OldID_str"
"Schutzgebietsflaeche.shp";"UmweltVersorgung";1100;"UmweltVersorgung";"1100_013";"Schutzgebietsflaeche";"Polygon";"nurGeometrie";"Land";"Schutz_FSB.shp";"";"";1;"OldID_str"
"Schutzgebietsflaeche.shp";"UmweltVersorgung";1100;"UmweltVersorgung";"1100_013";"Schutzgebietsflaeche";"Polygon";"Spezi";"Land";"Schutz_FSB.shp";"KENNUNG";"";1;"OldID_str"
"Schutzgebiet.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_024";"Schutzgebiet";"Point";"nurGeometrie";"Land";"Schutz_GSG.shp";"";"";1;"OldID_str"
"Schutzgebiet.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_024";"Schutzgebiet";"Point";"Spezi";"Land";"Schutz_GSG.shp";"KENNUNG";"";1;"OldID_str"
"Schutzgebietsflaeche.shp";"UmweltVersorgung";1100;"UmweltVersorgung";"1100_013";"Schutzgebietsflaeche";"Polygon";"nurGeometrie";"Land";"Schutz_GSG.shp";"";"";1;"OldID_str"
"Schutzgebietsflaeche.shp";"UmweltVersorgung";1100;"UmweltVersorgung";"1100_013";"Schutzgebietsflaeche";"Polygon";"Spezi";"Land";"Schutz_GSG.shp";"KENNUNG";"";1;"OldID_str"
"Schutzgebiet.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_024";"Schutzgebiet";"Point";"nurGeometrie";"Land";"Schutz_NWZ.shp";"";"";1;"OldID_str"
"Schutzgebiet.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_024";"Schutzgebiet";"Point";"Spezi";"Land";"Schutz_NWZ.shp";"KENNUNG";"";1;"OldID_str"
"Schutzgebietsflaeche.shp";"UmweltVersorgung";1100;"UmweltVersorgung";"1100_013";"Schutzgebietsflaeche";"Polygon";"nurGeometrie";"Land";"Schutz_NWZ.shp";"";"";1;"OldID_str"
"Schutzgebietsflaeche.shp";"UmweltVersorgung";1100;"UmweltVersorgung";"1100_013";"Schutzgebietsflaeche";"Polygon";"Spezi";"Land";"Schutz_NWZ.shp";"KENNUNG";"";1;"OldID_str"
"Schutzgebiet.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_024";"Schutzgebiet";"Point";"nurGeometrie";"Land";"Schutz_V.shp";"";"";1;"OldID_str"
"Schutzgebiet.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_024";"Schutzgebiet";"Point";"Spezi";"Land";"Schutz_V.shp";"KENNUNG";"";1;"OldID_str"
"Schutzgebietsflaeche.shp";"UmweltVersorgung";1100;"UmweltVersorgung";"1100_013";"Schutzgebietsflaeche";"Polygon";"nurGeometrie";"Land";"Schutz_V.shp";"";"";1;"OldID_str"
"Schutzgebietsflaeche.shp";"UmweltVersorgung";1100;"UmweltVersorgung";"1100_013";"Schutzgebietsflaeche";"Polygon";"Spezi";"Land";"Schutz_V.shp";"KENNUNG";"";1;"OldID_str"
"Schutzgebiet.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_024";"Schutzgebiet";"Point";"nurGeometrie";"Land";"WGdf.shp";"";"";1;"OldID_str"
"Schutzgebiet.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_024";"Schutzgebiet";"Point";"Spezi";"Land";"WGdf.shp";"KENNUNG";"";1;"OldID_str"
"Schutzgebietsflaeche.shp";"UmweltVersorgung";1100;"UmweltVersorgung";"1100_013";"Schutzgebietsflaeche";"Polygon";"nurGeometrie";"Land";"WGdf.shp";"";"";1;"OldID_str"
"Schutzgebietsflaeche.shp";"UmweltVersorgung";1100;"UmweltVersorgung";"1100_013";"Schutzgebietsflaeche";"Polygon";"Spezi";"Land";"WGdf.shp";"KENNUNG";"";1;"OldID_str"
"Schutzgebiet.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_024";"Schutzgebiet";"Point";"nurGeometrie";"Land";"LSGdf.shp";"";"";1;"OldID_str"
"Schutzgebiet.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_024";"Schutzgebiet";"Point";"Spezi";"Land";"LSGdf.shp";"KENNUNG";"";1;"OldID_str"
"Schutzgebietsflaeche.shp";"UmweltVersorgung";1100;"UmweltVersorgung";"1100_013";"Schutzgebietsflaeche";"Polygon";"nurGeometrie";"Land";"LSGdf.shp";"";"";1;"OldID_str"
"Schutzgebietsflaeche.shp";"UmweltVersorgung";1100;"UmweltVersorgung";"1100_013";"Schutzgebietsflaeche";"Polygon";"Spezi";"Land";"LSGdf.shp";"KENNUNG";"";1;"OldID_str"
"Schutzgebiet.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_024";"Schutzgebiet";"Point";"nurGeometrie";"Land";"Schutz_FSB.shp";"";"";1;"OldID_str"
"Schutzgebiet.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_024";"Schutzgebiet";"Point";"Spezi";"Land";"Schutz_FSB.shp";"KENNUNG";"";1;"OldID_str"
"Schutzgebietsflaeche.shp";"UmweltVersorgung";1100;"UmweltVersorgung";"1100_013";"Schutzgebietsflaeche";"Polygon";"nurGeometrie";"Land";"Schutz_FSB.shp";"";"";1;"OldID_str"
"Schutzgebietsflaeche.shp";"UmweltVersorgung";1100;"UmweltVersorgung";"1100_013";"Schutzgebietsflaeche";"Polygon";"Spezi";"Land";"Schutz_FSB.shp";"KENNUNG";"";1;"OldID_str"
"Schutzgebiet.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_024";"Schutzgebiet";"Point";"nurGeometrie";"Land";"Schutz_GSG.shp";"";"";1;"OldID_str"
"Schutzgebiet.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_024";"Schutzgebiet";"Point";"Spezi";"Land";"Schutz_GSG.shp";"KENNUNG";"";1;"OldID_str"
"Schutzgebietsflaeche.shp";"UmweltVersorgung";1100;"UmweltVersorgung";"1100_013";"Schutzgebietsflaeche";"Polygon";"nurGeometrie";"Land";"Schutz_GSG.shp";"";"";1;"OldID_str"
"Schutzgebietsflaeche.shp";"UmweltVersorgung";1100;"UmweltVersorgung";"1100_013";"Schutzgebietsflaeche";"Polygon";"Spezi";"Land";"Schutz_GSG.shp";"KENNUNG";"";1;"OldID_str"
"Schutzgebiet.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_024";"Schutzgebiet";"Point";"nurGeometrie";"Land";"Schutz_NWZ.shp";"";"";1;"OldID_str"
"Schutzgebiet.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_024";"Schutzgebiet";"Point";"Spezi";"Land";"Schutz_NWZ.shp";"KENNUNG";"";1;"OldID_str"
"Schutzgebietsflaeche.shp";"UmweltVersorgung";1100;"UmweltVersorgung";"1100_013";"Schutzgebietsflaeche";"Polygon";"nurGeometrie";"Land";"Schutz_NWZ.shp";"";"";1;"OldID_str"
"Schutzgebietsflaeche.shp";"UmweltVersorgung";1100;"UmweltVersorgung";"1100_013";"Schutzgebietsflaeche";"Polygon";"Spezi";"Land";"Schutz_NWZ.shp";"KENNUNG";"";1;"OldID_str"
